p.site	p.analysis	p_value	mean.group. 1	mean.group. 2	sd.group. 1	sd.group. 2
NK cell NK CD56bright	biopsy	cell_proportions_T cells	0.110092395303969	0.821995609905736	0.492529935882312	0.596412892234556	0.702658362141989
NK cell NK like NK cell	biopsy	cell_proportions_T cells	0.422434301087092	2.44701906191259	2.0595387823932	1.26487877518449	0.667009286687987
NK cell NK mature	biopsy	cell_proportions_T cells	0.783944388738835	1.22878136829363	1.1512469853958	1.13206157045458	0.859910280993924
NK cell NK terminal	biopsy	cell_proportions_T cells	0.535149697048443	1.42105394784554	1.49818388185613	1.31697930039549	0.776470251957649
NK cell NK transitional	biopsy	cell_proportions_T cells	0.258613034239446	3.65922103929948	3.02530212209026	1.46434519994579	1.68955168947407
T cell CD4 CM	biopsy	cell_proportions_T cells	0.0776431991607608	2.85289870203338	4.53968655773585	2.19901780827192	2.45566527730744
T cell CD4 CM Activated	biopsy	cell_proportions_T cells	0.596261609642133	0.740267887300345	0.58950696571399	0.379119054837541	0.253887869648961
T cell CD4 EM	biopsy	cell_proportions_T cells	0.76728495146382	6.14599915487638	5.72043583988045	2.92030329341986	1.76221723566515
T cell CD4 Exhausted	biopsy	cell_proportions_T cells	0.934708858161902	2.1835333272263	2.22484025742487	1.3652879050907	1.62508573634132
T cell CD4 Naive	biopsy	cell_proportions_T cells	0.0757478160123112	1.61707622388632	4.19320115318582	1.78673803596599	4.5730970493439
T cell CD4 Senescent	biopsy	cell_proportions_T cells	0.91346953787641	0.810514650580306	0.636336023166788	1.28096827300234	0.739510737542205
T cell CD4 Tfh	biopsy	cell_proportions_T cells	0.155005861804557	2.31757944181008	2.94919338084987	1.33549639553978	1.08955030719404
T cell CD4 Tfh Activated	biopsy	cell_proportions_T cells	0.212437611938537	2.46896692211119	3.16336956644096	1.4990770895642	1.35809374221165
T cell CD4 Th1	biopsy	cell_proportions_T cells	0.5527071036075	0.652394057988165	0.729955677618471	0.847981611899589	0.569749033907464
T cell CD4 Th17	biopsy	cell_proportions_T cells	0.770318558325726	1.70199492437909	1.6955365565578	1.68869609985178	1.38817762016218
T cell CD4 Th17 Activated	biopsy	cell_proportions_T cells	0.668847444464315	2.44630125028462	2.6601414716469	2.37915132935131	1.81177251901238
T cell CD4 Th2	biopsy	cell_proportions_T cells	0.773203707473206	2.79575143040819	2.91276525225286	1.24175314045412	1.18979195809649
T cell CD4 Treg	biopsy	cell_proportions_T cells	0.997641936125326	3.34856813042456	3.38819569480712	1.41036059524816	1.77797152083812
T cell CD4 Treg Activated	biopsy	cell_proportions_T cells	0.978424746081196	6.20670071891008	6.04887483466204	3.35046825113168	4.61664373477337
T cell CD8 CM Activated	biopsy	cell_proportions_T cells	0.582352303282341	2.12553268706745	2.28922487130199	1.0959786943176	1.11027368909294
T cell CD8 EM	biopsy	cell_proportions_T cells	0.599682027876416	15.7691292238661	14.6770530177226	5.08217282397347	4.08751396526205
T cell CD8 EM Activated	biopsy	cell_proportions_T cells	0.384995673455512	3.42841337536166	3.77204384837925	1.86076854914123	1.24030081647041
T cell CD8 EMRA	biopsy	cell_proportions_T cells	0.738889528977687	4.72368390027343	5.3433534814265	3.37277832139338	3.65069239230381
T cell CD8 Exhausted	biopsy	cell_proportions_T cells	0.216500635716611	16.4440891546546	13.1793039210728	6.59087145827739	8.20060362190491
T cell CD8 Naive	biopsy	cell_proportions_T cells	0.0950585823317754	0.377992496954283	0.956104460957999	0.57034276094607	0.984317300337248
T cell CD8 Senescent	biopsy	cell_proportions_T cells	0.643239072093626	2.33074307686455	2.36821056029252	2.53720740613391	1.74869419613682
T cell gdT	biopsy	cell_proportions_T cells	0.540027117405507	3.7316929936108	2.96346488027703	3.7830731144268	2.38515737143011
T cell MAIT	biopsy	cell_proportions_T cells	0.655715796274857	2.94537556867679	3.42111192947416	1.07968433959552	1.88177507838783
