p.site	p.analysis	p_value	mean.group. 1	mean.group. 2	sd.group. 1	sd.group. 2
T cell MAIT	biopsy	cell_proportions_CD45	0.626002032053397	0.618828100938611	0.499238982168638	0.470750541103896	0.348404711845484
T cell NK like	biopsy	cell_proportions_CD45	0.0562432878187081	0.29046070764476	0.605750517764846	0.12198318060671	0.357263586873491
B cell  plasma cell	blood	cell_proportions_CD45	0.914025237582388	0.22354688385293	0.211273978351328	0.249679197234755	0.134769935472523
B cell  plasmablast	blood	cell_proportions_CD45	0.485476755959478	0.0369199206505917	0.0211467090183074	0.0506940943711251	0.0243319550356987
B cell activated pre-memory	blood	cell_proportions_CD45	0.434763276582572	0.265004138209899	0.775894568053319	0.134649777466702	1.37992865934203
B cell DZ GC	blood	cell_proportions_CD45	0.264432477747152	0.021942564083808	0.00252665622315428	0.0435821504037237	0.00668490401501994
B cell GZMB+ memory	blood	cell_proportions_CD45	0.373649562468088	0.0907892171819412	0.230427271503836	0.0780446908246597	0.32439445464913
B cell LZ GC	blood	cell_proportions_CD45	0.345088450331608	0.0871740512591062	0.299349941968273	0.0329798421389232	0.47131459692436
B cell memory	blood	cell_proportions_CD45	0.572542879217907	2.95097310718388	4.67890712946589	2.39622316259768	6.23019209511025
B cell memory activated	blood	cell_proportions_CD45	0.592764802422223	1.22676889652814	1.80501302238951	1.06608699398907	2.13722258615007
B cell MZ	blood	cell_proportions_CD45	0.760798420648705	0.530869421479828	0.615900966269076	0.384871832625785	0.510179870809622
B cell naive	blood	cell_proportions_CD45	0.355282633896173	2.46596927746651	1.42305135034935	2.53574611977501	1.15825628390393
ILC ILC NK	blood	cell_proportions_CD45	0.470534912320578	0.469653265756396	0.324011158077234	0.449087884009675	0.221041890783242
ILC ILC1	blood	cell_proportions_CD45	0.262800624239192	0.0166162218394851	0.0081087205705161	0.0125940872876891	0.0120053226443776
ILC ILC2	blood	cell_proportions_CD45	0.79260598558173	0.00929663874640669	0.0107269945732044	0.0101569237658418	0.00822133999316406
ILC ILC3	blood	cell_proportions_CD45	0.386455879515501	0.0431915013541294	0.0217088100311397	0.0606132588463384	0.0169208772183321
Myeloid DC CD207+ LC-like DC	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid DC cDC CD1C+	blood	cell_proportions_CD45	0.27735523361289	0.737360114835654	0.47578981099111	0.344188810009094	0.415949838997363
Myeloid DC CLEC9A+ DC	blood	cell_proportions_CD45	0.29046958789328	0.0874887158850968	0.0394329562632146	0.0965613855544263	0.0528725378786145
Myeloid DC DC2A CD1A+	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid DC DC2B CCL17+	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid DC DC2B CXCL2/3+	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid DC moDC	blood	cell_proportions_CD45	0.942291263625505	0.351723496260259	0.377219124243643	0.19169711122805	0.740923756014246
Myeloid DC moDC HLAhi	blood	cell_proportions_CD45	0.41329431671443	0.0354611109780264	0.558855209312784	0.0553202681594168	1.35110186587107
Myeloid DC mregDC	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid DC pDC	blood	cell_proportions_CD45	0.865710360000853	0.203106318153959	0.218203753629146	0.0328705022009611	0.189953424869805
Myeloid granulocyte	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid Mast	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid Mast activated	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid megakaryocyte	blood	cell_proportions_CD45	0.56314935565172	0.0377624662183697	0.0199305244783965	0.0720674743484988	0.0293299476925114
Myeloid momac CES1	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac FCN1	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac FCN1 cycling	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac FOLR2	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac FOLR2 cycling	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac PLIN2	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac RETN	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac TREM2	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid momac TREM2 cycling	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid monocyte CD14	blood	cell_proportions_CD45	0.642613820987974	7.39814226374817	11.1362305068358	6.36078750669059	16.4240352172795
Myeloid monocyte CD14 FOLR3lo	blood	cell_proportions_CD45	0.269024387245818	9.86619642219652	5.18932855146485	7.17401152918438	6.58227017909805
Myeloid monocyte CD14CD16	blood	cell_proportions_CD45	0.889637238261786	1.24440504390445	1.17112155159782	0.429243425330885	1.07966022007394
Myeloid monocyte CD16	blood	cell_proportions_CD45	0.225441500346543	1.40034582728744	3.04613596982154	0.871549716944401	2.71705488246693
Myeloid monocyte conv	blood	cell_proportions_CD45	2	0	0	0	0
Myeloid monocyte nonconv	blood	cell_proportions_CD45	2	0	0	0	0
NK cell iNKTs	blood	cell_proportions_CD45	0.850652792347492	0.00327546675401245	0.00249488548475625	0.00732416632001241	0.00660084654224986
NK cell NK active	blood	cell_proportions_CD45	0.536935391860525	3.54121937742526	4.61649284401679	1.29837455137856	3.55301093084571
NK cell NK CD56bright	blood	cell_proportions_CD45	0.456927737693715	0.895472768507473	0.648377638691746	0.800824138875643	0.260929257425263
NK cell NK mature	blood	cell_proportions_CD45	0.556740869802198	4.57387572091074	3.94663855542099	1.66127313165772	1.82582728118474
NK cell NK terminal	blood	cell_proportions_CD45	0.396702970585732	0.425371755390206	0.783242108126004	0.155530062693604	0.882004981776417
NK cell NK transitional	blood	cell_proportions_CD45	0.366181465560246	0.871976332494371	0.640522614681961	0.615080222634365	0.196066105252261
T cell CD4 CM	blood	cell_proportions_CD45	0.492948512222254	2.27508492094753	2.00159988378507	0.962478569546212	0.316753446681605
T cell CD4 CM Activated	blood	cell_proportions_CD45	0.254015986093894	0.205392384457321	0.095899771432898	0.207809684123017	0.104875888532178
T cell CD4 EM	blood	cell_proportions_CD45	0.896040660028225	1.23352521510444	1.27018481096867	0.397163749756315	0.508457853738893
T cell CD4 Exhausted	blood	cell_proportions_CD45	0.975515974869604	0.0298269550888739	0.0303347863034171	0.0348819548392361	0.0213280739462076
T cell CD4 Naive	blood	cell_proportions_CD45	0.198462658181223	25.2028593469682	16.3615404176953	15.649446816935	6.0863618376836
T cell CD4 Senescent	blood	cell_proportions_CD45	0.464229653225069	1.18164274028315	1.86987210186978	1.62573198588458	1.48794419206178
T cell CD4 Tfh	blood	cell_proportions_CD45	0.741624460920012	1.21594338992347	1.12454320401631	0.387018700113147	0.503513098778489
T cell CD4 Tfh Activated	blood	cell_proportions_CD45	0.82215621691883	0.402287172236507	0.382452581923616	0.158349926569496	0.138557864587293
T cell CD4 Th1	blood	cell_proportions_CD45	0.463135751415376	1.12680988227116	1.68217941514508	1.26337482120675	1.22962814787045
T cell CD4 Th17	blood	cell_proportions_CD45	0.714175564766145	3.06941677795053	2.86721714853404	1.12084632474418	0.749734096416255
T cell CD4 Th17 Activated	blood	cell_proportions_CD45	0.708033529858203	0.349928549469114	0.391405519252281	0.172420747120108	0.191028151353161
T cell CD4 Th2	blood	cell_proportions_CD45	0.856575701022319	3.27064713166652	3.16791001029682	0.968585061457401	0.930744419173964
T cell CD4 Treg	blood	cell_proportions_CD45	0.289279455527256	1.60221379566387	1.29070787657642	0.620692447320432	0.34617883357792
T cell CD4 Treg Activated	blood	cell_proportions_CD45	0.680226033553119	0.635038427230238	0.578118401917225	0.121920574599148	0.278408883929115
T cell CD8 CM Activated	blood	cell_proportions_CD45	0.271150738913819	0.162778528547674	0.494354471909852	0.1151899788783	0.620560216914047
T cell CD8 EM	blood	cell_proportions_CD45	0.761772700444933	5.03121272923227	5.65216790834432	3.82964911224106	3.08739144829048
T cell CD8 EM Activated	blood	cell_proportions_CD45	0.902114024756941	0.622798130728036	0.590041607425865	0.542985381890797	0.3622274335994
T cell CD8 EMRA	blood	cell_proportions_CD45	0.254047752893735	6.34817327771549	9.81636520813952	5.15479090114828	4.71294278045861
T cell CD8 Exhausted	blood	cell_proportions_CD45	0.118026426081276	0.152218937706718	0.104177307863808	0.060427434036525	0.0374412228797164
T cell CD8 Naive	blood	cell_proportions_CD45	0.865102257545433	2.33899530463222	2.14326662360078	1.69233209026548	2.05426568352523
T cell CD8 Senescent	blood	cell_proportions_CD45	0.389525169758173	2.29740378336205	3.48412890695444	2.50548700862048	2.0678414175779
T cell gdT	blood	cell_proportions_CD45	0.546863882071135	0.0706805460181075	0.0544015312025528	0.0535638775941259	0.0374190329495027
T cell MAIT	blood	cell_proportions_CD45	0.79829335008717	0.236569846272825	0.199444948801017	0.340869927360534	0.140707478385674
T cell NK like	blood	cell_proportions_CD45	0.769583435999407	0.826653919980608	1.04962167413622	0.90867341438861	1.45499710626072
B cell  plasma cell	biopsy	cell_proportions_CD45:B cell	0.0125307639007884	20.6418848807623	3.15679446080345	20.4826548973793	1.36961665665597
B cell  plasmablast	biopsy	cell_proportions_CD45:B cell	0.0336308268990122	12.557618644949	0.155543532695777	18.8170663895386	0.0904501346787195
B cell activated pre-memory	biopsy	cell_proportions_CD45:B cell	0.101845177705033	2.30608283921406	4.33094472391078	1.69673964046494	2.44232892689512
B cell DZ GC	biopsy	cell_proportions_CD45:B cell	0.141366562332557	0.162105301961361	1.10371333469442	0.222592867713725	1.56956494167765
B cell GZMB+ memory	biopsy	cell_proportions_CD45:B cell	0.131627494608264	8.01272110430398	2.44044399042354	8.2623360072301	1.01959519561793
B cell LZ GC	biopsy	cell_proportions_CD45:B cell	0.843990781162617	1.96892407297601	1.97496846425695	1.30388559597128	1.68958748079818
B cell memory	biopsy	cell_proportions_CD45:B cell	0.0840800547236057	21.7593914473631	30.5556680935226	10.6778833870187	3.85795962532866
B cell memory activated	biopsy	cell_proportions_CD45:B cell	0.0604414101747061	23.6615587099191	37.8889806590279	15.5930891243489	7.09101358252414
B cell MZ	biopsy	cell_proportions_CD45:B cell	0.107323993049549	0.912675740127799	1.75691322006008	0.711166062147294	0.959682467184234
B cell naive	biopsy	cell_proportions_CD45:B cell	0.0696781763922791	8.01703725842328	16.6360295206045	9.85566696638927	8.65181468226678
B cell  plasma cell	blood	cell_proportions_CD45:B cell	0.369339798646627	2.87434150268511	5.53702273547418	2.17122799736921	5.98808261957959
B cell  plasmablast	blood	cell_proportions_CD45:B cell	0.80387453508605	0.814219153636846	0.656207158627106	1.0819578470498	1.0420137967678
B cell activated pre-memory	blood	cell_proportions_CD45:B cell	0.375008269815835	3.87484271872223	5.37617924219952	1.02178716920757	3.46597504036338
B cell DZ GC	blood	cell_proportions_CD45:B cell	0.165119606093331	0.13273902451901	0.00751484181257984	0.224473368139397	0.0198824025780761
B cell GZMB+ memory	blood	cell_proportions_CD45:B cell	0.26306172952966	1.40794391653736	3.67788344098237	1.51857033033585	4.03382725791868
B cell LZ GC	blood	cell_proportions_CD45:B cell	0.30430587934266	1.49198421093553	2.0964865164459	0.907537513236102	0.982820122697294
B cell memory	blood	cell_proportions_CD45:B cell	0.555876585980926	37.517556097806	39.8300586548751	1.92872072258507	8.21758662208625
B cell memory activated	blood	cell_proportions_CD45:B cell	0.640129192251039	15.057022279249	16.3399941803945	1.63933980782777	5.71301527792373
B cell MZ	blood	cell_proportions_CD45:B cell	0.773332453128302	8.34018661232462	9.43590395124949	5.47713665026223	6.8293856132909
B cell naive	blood	cell_proportions_CD45:B cell	0.0650017510090044	28.4891644835843	17.0427492779393	5.62218231537422	11.2781504319644
B cell	biopsy	cell_proportions_CD45:broad	0.00624632654976908	7.63496674667699	22.0439458165173	7.43484486192536	7.0567057564357
ILC	biopsy	cell_proportions_CD45:broad	0.973833545138457	2.84206822354018	2.84258969726192	1.14250732109847	0.959676311417894
Myeloid	biopsy	cell_proportions_CD45:broad	0.000164557413450885	38.933309746155	5.77004648355378	15.5244253302917	4.07391343730378
NK	biopsy	cell_proportions_CD45:broad	0.370631523423755	2.24285227039559	1.74999657072774	0.959572029387263	1.27784053301064
T cell	biopsy	cell_proportions_CD45:broad	0.00428034089907946	48.3468030132322	67.5934214319392	10.5307973045818	7.41749426282117
B cell	blood	cell_proportions_CD45:broad	0.705311012983041	7.89995747789663	10.063491593592	6.43914270552453	11.0724957123726
ILC	blood	cell_proportions_CD45:broad	0.417315342645299	0.538757627696418	0.364555683252094	0.482903666681594	0.225004869501687
Myeloid	blood	cell_proportions_CD45:broad	0.935375317596956	21.361991779468	22.2322479586383	11.8873681201911	20.9358847583245
NK	blood	cell_proportions_CD45:broad	0.904480841736852	10.3111914214821	10.6377686464222	3.53344421023098	5.08916318673713
T cell	blood	cell_proportions_CD45:broad	0.76787524406283	59.8881016934569	56.7019361180953	19.3701980752087	16.9204465302311
ILC ILC NK	biopsy	cell_proportions_CD45:ILC	0.85667937109545	35.4196906784399	35.0092689832621	9.03973262670812	16.2644143495238
ILC ILC1	biopsy	cell_proportions_CD45:ILC	0.562579498421232	16.7460581125376	22.6274180154144	5.888213457459	13.1531598668138
ILC ILC2	biopsy	cell_proportions_CD45:ILC	0.358715958681883	10.1057091936556	12.488410295672	2.68248979411969	4.87373348373673
ILC ILC3	biopsy	cell_proportions_CD45:ILC	0.228604760732524	37.728542015367	29.8749027056515	12.7541662853594	9.29398817835252
ILC ILC NK	blood	cell_proportions_CD45:ILC	0.847870338008932	86.292701863354	85.18905646325	6.13815534435308	9.8243916537294
ILC ILC1	blood	cell_proportions_CD45:ILC	0.480326541741035	3.92857142857143	2.38287250384025	3.57671566325198	3.01139306922017
ILC ILC2	blood	cell_proportions_CD45:ILC	0.783892622526864	4.67261904761905	3.90000814597589	5.63719074549849	3.07019060998333
ILC ILC3	blood	cell_proportions_CD45:ILC	0.430064769164946	5.10610766045549	8.52806288693385	5.67191671370125	6.76823295647777
Myeloid DC CD207+ LC-like DC	biopsy	cell_proportions_CD45:Myeloid	0.066086340040358	2.22132091881625	0.417353170835915	2.70648337842967	0.844040717469376
Myeloid DC CLEC9A+ DC	biopsy	cell_proportions_CD45:Myeloid	0.820104250105588	0.300273155726779	0.736947081815212	0.25338884392204	1.42382110821112
Myeloid DC DC2A CD1A+	biopsy	cell_proportions_CD45:Myeloid	0.000379427371192175	0.838905950091741	3.06683844941288	0.415137313635522	1.03088416156377
Myeloid DC DC2B CCL17+	biopsy	cell_proportions_CD45:Myeloid	0.344720850431454	2.41894466259534	1.65682431590333	1.47430412583551	1.69425000690712
Myeloid DC DC2B CXCL2/3+	biopsy	cell_proportions_CD45:Myeloid	0.0616086206404822	1.95065436476906	7.21374777300982	2.43648351020608	6.86708746282304
Myeloid DC moDC	biopsy	cell_proportions_CD45:Myeloid	0.632471086975818	5.73674194705268	8.30473534483501	3.94172001751764	8.00117692723549
Myeloid DC mregDC	biopsy	cell_proportions_CD45:Myeloid	0.737350703578763	0.951519601187796	1.22085762267573	0.885351168800768	2.17236002142609
Myeloid DC pDC	biopsy	cell_proportions_CD45:Myeloid	0.237269264060583	0.47548441148358	2.11499491078596	0.641042491245247	2.09137468189552
Myeloid granulocyte	biopsy	cell_proportions_CD45:Myeloid	0.0394364402055642	7.41084870529094	21.2028690896271	3.63327838663722	12.0193578162922
Myeloid Mast	biopsy	cell_proportions_CD45:Myeloid	0.0246346629255238	9.36569279865921	1.23435469975139	8.79567529775495	0.925097017735334
Myeloid Mast activated	biopsy	cell_proportions_CD45:Myeloid	0.666796981299218	12.8183073561986	13.2747862000459	13.3610246386861	8.23472156078528
Myeloid momac CES1	biopsy	cell_proportions_CD45:Myeloid	0.0480838740933641	2.14129458438991	0.775616373384658	1.23499241088761	0.70219293702548
Myeloid momac FCN1	biopsy	cell_proportions_CD45:Myeloid	0.00797592530765668	8.19589892813322	1.76454259749291	5.19551677729434	2.73434322234715
Myeloid momac FCN1 cycling	biopsy	cell_proportions_CD45:Myeloid	0.936100938310073	1.67574276087258	1.29438047918759	2.96750576156835	0.945852625187696
Myeloid momac FOLR2	biopsy	cell_proportions_CD45:Myeloid	0.832318825711915	13.4150668078974	11.775091667079	9.98498572873463	7.38784188354603
Myeloid momac FOLR2 cycling	biopsy	cell_proportions_CD45:Myeloid	0.161735163198535	2.87313691378706	0.847170502998553	3.73454928313249	0.853750396339748
Myeloid momac PLIN2	biopsy	cell_proportions_CD45:Myeloid	0.00600360561466295	12.5289804863476	1.06173072550046	11.2940520268411	1.13812681558186
Myeloid momac RETN	biopsy	cell_proportions_CD45:Myeloid	0.0988256502301049	2.18804682848985	0.0320307495195388	3.72114117715039	0.0847453975357012
Myeloid momac TREM2	biopsy	cell_proportions_CD45:Myeloid	0.421277473497378	9.72395526734463	4.76132479298114	13.8122324337679	3.59594722926412
Myeloid momac TREM2 cycling	biopsy	cell_proportions_CD45:Myeloid	0.246327666667746	1.69465369138461	1.04409126662379	1.0578453283988	1.18120377706182
Myeloid monocyte conv	biopsy	cell_proportions_CD45:Myeloid	0.0183656400563867	0.750247011571575	12.5768415633567	0.708980599536122	14.6449684793125
Myeloid monocyte nonconv	biopsy	cell_proportions_CD45:Myeloid	0.10974148018537	0.324282847909551	3.62287062317737	0.219509288034298	5.65689916430607
Myeloid DC CD207+ LC-like DC	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid DC cDC CD1C+	blood	cell_proportions_CD45:Myeloid	0.112291540954047	4.30267442227787	2.24918662313498	2.76859589136502	1.28536311960814
Myeloid DC CLEC9A+ DC	blood	cell_proportions_CD45:Myeloid	0.0604294949700116	0.436473325803054	0.106454788153275	0.387723598687597	0.134258094146152
Myeloid DC DC2A CD1A+	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid DC DC2B CCL17+	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid DC DC2B CXCL2/3+	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid DC moDC	blood	cell_proportions_CD45:Myeloid	0.377223167939884	2.0005909615748	1.32027677834642	1.23504413257274	1.27202914104104
Myeloid DC moDC HLAhi	blood	cell_proportions_CD45:Myeloid	0.436919966608249	0.192102899778139	1.66907232015511	0.210218808730749	4.01776491527106
Myeloid DC mregDC	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid DC pDC	blood	cell_proportions_CD45:Myeloid	0.273942785748511	1.32872235496035	0.904174304153784	0.900622548354916	0.336355580319895
Myeloid granulocyte	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid Mast	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid Mast activated	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid megakaryocyte	blood	cell_proportions_CD45:Myeloid	0.427658309704952	0.129384133611691	0.391398048280347	0.226011566957504	0.673924266199531
Myeloid momac CES1	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
Myeloid momac FCN1	blood	cell_proportions_CD45:Myeloid	2	0	0	0	0
